All_Cores, Core0, Core1, Core2, Core3
8.5, 0, 14, 13, 7
11.5, 14, 6, 13, 13
11.0, 0, 23, 7, 14
15.75, 21, 21, 14, 7
13.5, 15, 15, 8, 16
11.25, 20, 6, 6, 13
10.0, 6, 14, 13, 7
8.75, 0, 14, 7, 14
6.5, 6, 0, 7, 13
12.25, 22, 6, 7, 14
7.75, 0, 0, 13, 18
8.25, 7, 6, 0, 20
9.5, 6, 25, 7, 0
12.0, 6, 13, 7, 22
11.25, 18, 6, 21, 0
12.0, 21, 7, 13, 7
30.0, 26, 26, 43, 25
8.5, 14, 7, 13, 0
4.75, 6, 7, 0, 6
7.5, 6, 6, 6, 12
6.25, 7, 18, 0, 0
8.5, 13, 14, 7, 0
8.25, 7, 20, 6, 0
10.0, 6, 14, 20, 0
11.0, 18, 6, 14, 6
8.0, 7, 13, 0, 12
11.75, 7, 6, 20, 14
22.5, 15, 23, 37, 15
24.75, 25, 8, 38, 28
5.0, 6, 0, 7, 7
11.5, 20, 6, 13, 7
10.0, 0, 20, 20, 0
7.75, 0, 17, 7, 7
8.25, 6, 0, 14, 13
11.75, 6, 6, 20, 15
9.5, 6, 12, 14, 6
8.25, 13, 6, 14, 0
8.25, 20, 7, 0, 6
9.25, 6, 7, 12, 12
18.5, 21, 28, 18, 7
8.75, 9, 10, 8, 8
6.25, 0, 18, 7, 0
9.5, 7, 18, 7, 6
10.25, 21, 14, 6, 0
10.0, 0, 14, 12, 14
8.0, 13, 13, 0, 6
10.25, 20, 14, 0, 7
8.25, 20, 0, 13, 0
9.75, 13, 12, 7, 7
6.75, 7, 0, 0, 20
7.0, 0, 14, 0, 14
20.25, 25, 14, 7, 35
17.25, 7, 7, 25, 30
13.25, 7, 20, 6, 20
8.5, 20, 14, 0, 0
6.75, 7, 6, 0, 14
7.0, 0, 0, 20, 8
8.5, 20, 14, 0, 0
8.25, 0, 7, 13, 13
10.0, 13, 20, 0, 7
12.75, 25, 20, 0, 6
11.25, 13, 13, 6, 13
9.75, 6, 6, 20, 7
26.25, 21, 26, 35, 23
13.5, 15, 16, 8, 15
8.5, 13, 0, 14, 7
8.0, 7, 6, 13, 6
8.5, 14, 0, 0, 20
6.75, 0, 7, 13, 7
10.0, 13, 14, 0, 13
11.75, 20, 14, 7, 6
7.0, 7, 14, 7, 0
9.75, 20, 0, 13, 6
8.0, 13, 0, 13, 6
8.25, 13, 0, 7, 13
25.0, 35, 31, 13, 21
37.25, 38, 35, 41, 35
8.5, 13, 0, 14, 7
8.0, 6, 0, 14, 12
12.0, 14, 20, 7, 7
11.0, 6, 6, 25, 7
5.0, 0, 0, 7, 13
8.25, 6, 14, 13, 0
9.5, 0, 18, 13, 7
8.75, 0, 0, 21, 14
6.5, 6, 0, 13, 7
8.5, 14, 0, 13, 7
11.25, 7, 6, 7, 25
27.75, 25, 44, 21, 21
6.5, 0, 14, 6, 6
10.0, 0, 0, 26, 14
8.25, 0, 0, 13, 20
7.75, 18, 0, 0, 13
7.25, 14, 0, 8, 7
5.0, 0, 7, 7, 6
9.5, 0, 13, 13, 12
9.5, 6, 13, 13, 6
5.25, 14, 0, 7, 0
6.5, 7, 6, 13, 0
8.5, 13, 6, 0, 15
15.25, 0, 28, 18, 15
17.75, 15, 15, 14, 27
5.25, 0, 8, 7, 6
11.75, 7, 20, 14, 6
7.0, 0, 0, 14, 14
9.5, 6, 14, 0, 18
9.75, 13, 20, 0, 6
8.25, 7, 6, 7, 13
11.75, 7, 14, 13, 13
8.5, 20, 0, 7, 7
9.25, 17, 7, 13, 0
8.5, 0, 14, 20, 0
21.5, 9, 20, 20, 37
21.5, 26, 14, 26, 20
7.75, 17, 0, 0, 14
8.0, 13, 0, 6, 13
8.25, 7, 7, 13, 6
8.5, 14, 6, 0, 14
4.75, 6, 6, 0, 7
8.25, 13, 7, 13, 0
3.5, 0, 0, 7, 7
2.0, 0, 0, 8, 0
8.75, 7, 14, 7, 7
6.75, 13, 0, 7, 7
12.75, 7, 21, 8, 15
25.0, 28, 33, 23, 16
6.75, 7, 7, 6, 7
8.5, 13, 7, 14, 0
8.25, 6, 14, 7, 6
6.75, 6, 14, 7, 0
8.25, 13, 0, 13, 7
7.25, 15, 0, 0, 14
6.0, 12, 6, 0, 6
6.5, 6, 7, 0, 13
8.75, 14, 14, 0, 7
6.5, 0, 0, 20, 6
24.0, 21, 26, 28, 21
9.25, 14, 0, 8, 15
9.5, 18, 13, 7, 0
9.75, 6, 6, 14, 13
9.0, 0, 14, 14, 8
8.25, 0, 13, 7, 13
8.0, 13, 6, 13, 0
8.5, 7, 7, 14, 6
6.5, 0, 13, 6, 7
8.5, 7, 7, 7, 13
8.0, 13, 6, 6, 7
9.75, 20, 7, 0, 12
17.75, 23, 13, 14, 21
11.75, 8, 0, 14, 25
8.5, 14, 14, 0, 6
8.5, 14, 14, 0, 6
9.75, 6, 20, 13, 0
6.5, 6, 0, 13, 7
8.25, 13, 6, 14, 0
11.0, 13, 14, 6, 11
4.75, 13, 6, 0, 0
8.5, 13, 14, 0, 7
8.5, 7, 7, 7, 13
6.75, 7, 12, 8, 0
26.5, 21, 26, 26, 33
10.75, 0, 15, 0, 28
6.25, 7, 0, 6, 12
6.5, 7, 0, 6, 13
9.5, 0, 18, 13, 7
8.25, 0, 13, 7, 13
9.75, 6, 7, 13, 13
6.75, 13, 0, 0, 14
12.5, 7, 18, 12, 13
11.25, 0, 25, 20, 0
11.75, 20, 6, 14, 7
6.75, 20, 0, 7, 0
8.75, 6, 6, 14, 9
22.0, 25, 26, 16, 21
8.5, 0, 0, 20, 14
8.25, 13, 0, 7, 13
8.25, 7, 6, 7, 13
10.75, 17, 0, 13, 13
7.75, 12, 0, 7, 12
5.25, 0, 7, 7, 7
8.25, 6, 0, 20, 7
9.75, 26, 0, 6, 7
11.5, 13, 14, 12, 7
6.25, 13, 6, 0, 6
15.5, 6, 25, 13, 18
14.5, 21, 21, 9, 7
11.25, 6, 12, 20, 7
8.25, 20, 0, 13, 0
8.5, 0, 14, 7, 13
10.25, 0, 14, 20, 7
9.75, 0, 25, 14, 0
8.5, 20, 14, 0, 0
9.0, 6, 6, 6, 18
5.0, 6, 0, 7, 7
8.5, 14, 0, 13, 7
8.75, 0, 23, 12, 0
14.25, 7, 7, 18, 25
24.25, 30, 35, 18, 14
7.0, 14, 0, 0, 14
9.5, 7, 25, 6, 0
11.5, 0, 26, 20, 0
10.0, 20, 13, 0, 7
8.25, 13, 0, 7, 13
6.75, 7, 7, 6, 7
5.25, 21, 0, 0, 0
7.75, 6, 6, 6, 13
9.75, 0, 18, 7, 14
6.75, 14, 0, 7, 6
11.0, 0, 25, 7, 12
21.25, 26, 13, 21, 25
8.0, 13, 7, 6, 6
10.0, 20, 0, 6, 14
9.75, 7, 13, 13, 6
7.25, 7, 16, 0, 6
7.5, 6, 17, 7, 0
8.0, 7, 13, 0, 12
7.75, 12, 13, 0, 6
8.0, 13, 0, 13, 6
6.5, 14, 6, 6, 0
8.5, 0, 14, 20, 0
17.5, 20, 18, 25, 7
26.75, 28, 18, 33, 28
3.5, 0, 7, 0, 7
6.75, 0, 14, 6, 7
8.25, 13, 14, 6, 0
8.0, 0, 7, 18, 7
6.75, 0, 7, 7, 13
7.0, 14, 0, 0, 14
12.75, 18, 13, 0, 20
7.75, 6, 13, 12, 0
9.75, 14, 13, 6, 6
11.5, 20, 20, 0, 6
15.5, 20, 21, 7, 14
12.75, 0, 15, 21, 15
8.0, 0, 7, 18, 7
9.75, 13, 14, 6, 6
8.0, 13, 6, 13, 0
7.75, 7, 17, 0, 7
7.0, 7, 0, 7, 14
3.25, 0, 0, 7, 6
10.0, 13, 0, 13, 14
11.5, 20, 6, 0, 20
8.25, 14, 13, 0, 6
6.5, 7, 0, 13, 6
8.5, 0, 7, 7, 20
17.75, 18, 9, 28, 16
12.5, 6, 14, 18, 12
8.5, 14, 14, 0, 6
5.25, 0, 0, 14, 7
9.5, 0, 25, 13, 0
10.0, 6, 14, 20, 0
10.0, 0, 20, 20, 0
8.0, 13, 6, 6, 7
8.0, 6, 0, 13, 13
6.75, 7, 0, 14, 6
6.5, 6, 0, 13, 7
6.5, 6, 0, 13, 7
22.0, 20, 28, 14, 26
6.75, 0, 7, 20, 0
6.75, 14, 0, 6, 7
11.5, 20, 13, 0, 13
6.75, 0, 13, 7, 7
9.25, 13, 7, 0, 17
6.75, 7, 6, 7, 7
5.0, 0, 13, 0, 7
6.5, 14, 6, 6, 0
6.5, 13, 0, 13, 0
5.25, 0, 7, 7, 7
6.25, 13, 0, 12, 0
20.25, 16, 14, 31, 20
17.25, 15, 20, 26, 8
8.5, 20, 14, 0, 0
1.5, 0, 0, 0, 6
9.75, 13, 20, 0, 6
6.5, 6, 8, 12, 0
5.0, 0, 13, 0, 7
8.0, 6, 13, 0, 13
8.75, 14, 7, 0, 14
8.0, 12, 0, 7, 13
10.0, 13, 0, 14, 13
11.75, 20, 0, 7, 20
19.0, 21, 25, 7, 23
21.25, 28, 20, 16, 21
5.0, 0, 0, 7, 13
11.0, 0, 13, 13, 18
8.25, 20, 6, 0, 7
5.25, 0, 8, 7, 6
8.5, 0, 14, 0, 20
7.0, 7, 7, 14, 0
6.75, 14, 13, 0, 0
10.0, 21, 13, 0, 6
10.0, 20, 14, 6, 0
8.5, 20, 0, 14, 0
15.25, 13, 7, 26, 15
15.25, 21, 9, 16, 15
9.25, 12, 13, 6, 6
8.0, 7, 13, 12, 0
11.5, 20, 0, 12, 14
7.0, 7, 0, 7, 14
6.5, 7, 0, 13, 6
10.25, 20, 14, 0, 7
8.5, 0, 7, 7, 20
5.25, 0, 14, 0, 7
5.25, 7, 7, 0, 7
10.0, 20, 14, 0, 6
17.75, 7, 26, 31, 7
16.0, 14, 14, 21, 15
6.5, 20, 0, 6, 0
4.75, 0, 0, 13, 6
10.0, 7, 0, 20, 13
10.5, 14, 0, 21, 7
7.0, 13, 0, 8, 7
6.5, 6, 0, 13, 7
11.25, 7, 25, 0, 13
8.25, 20, 7, 6, 0
5.25, 7, 7, 0, 7
9.75, 0, 13, 13, 13
6.5, 0, 0, 13, 13
18.25, 21, 20, 23, 9
8.5, 0, 0, 20, 14
10.0, 20, 6, 0, 14
6.75, 20, 0, 7, 0
7.75, 6, 7, 6, 12
11.25, 13, 6, 12, 14
6.5, 13, 6, 0, 7
6.25, 6, 0, 6, 13
10.25, 7, 0, 14, 20
10.25, 0, 7, 20, 14
11.25, 13, 12, 0, 20
10.75, 6, 6, 18, 13
22.5, 33, 15, 21, 21
14.75, 15, 7, 23, 14
11.5, 13, 14, 13, 6
6.75, 13, 14, 0, 0
9.0, 7, 14, 15, 0
10.25, 20, 7, 7, 7
10.0, 0, 13, 13, 14
5.25, 7, 7, 7, 0
11.5, 7, 12, 20, 7
8.25, 7, 20, 0, 6
8.25, 0, 0, 13, 20
4.5, 6, 6, 0, 6
24.0, 33, 35, 8, 20
13.0, 16, 0, 21, 15
9.75, 12, 0, 13, 14
6.5, 6, 0, 20, 0
7.0, 7, 0, 14, 7
7.0, 0, 14, 14, 0
6.25, 0, 6, 6, 13
8.5, 14, 0, 6, 14
8.25, 13, 7, 6, 7
14.0, 17, 18, 15, 6
6.5, 13, 13, 0, 0
6.5, 0, 20, 6, 0
24.0, 41, 14, 16, 25
25.25, 40, 30, 23, 8
9.75, 6, 13, 14, 6
8.75, 14, 14, 7, 0
3.5, 0, 0, 7, 7
12.25, 7, 6, 20, 16
6.5, 13, 6, 7, 0
7.0, 0, 0, 14, 14
6.75, 7, 7, 6, 7
7.5, 6, 6, 18, 0
11.5, 20, 20, 0, 6
9.5, 18, 7, 0, 13
25.75, 33, 26, 16, 28
16.75, 30, 16, 21, 0
8.25, 7, 0, 13, 13
8.0, 0, 0, 14, 18
9.25, 6, 17, 0, 14
7.0, 7, 14, 0, 7
12.75, 14, 12, 18, 7
9.25, 6, 18, 7, 6
10.25, 7, 6, 14, 14
13.25, 14, 20, 12, 7
6.75, 7, 14, 0, 6
9.5, 0, 18, 7, 13
18.75, 33, 28, 0, 14
23.0, 23, 21, 23, 25
5.0, 0, 6, 7, 7
5.25, 14, 0, 7, 0
11.25, 13, 13, 6, 13
8.25, 6, 7, 6, 14
11.5, 20, 20, 0, 6
8.25, 14, 13, 6, 0
8.25, 0, 14, 13, 6
5.25, 0, 8, 6, 7
3.5, 0, 7, 7, 0
8.25, 13, 0, 20, 0
28.25, 16, 23, 46, 28
18.5, 25, 28, 0, 21
10.75, 13, 12, 6, 12
8.5, 7, 7, 7, 13
10.5, 17, 6, 12, 7
8.0, 7, 12, 6, 7
8.5, 7, 14, 0, 13
8.5, 20, 0, 0, 14
6.75, 13, 0, 14, 0
10.0, 13, 0, 14, 13
10.0, 14, 20, 6, 0
9.75, 20, 0, 12, 7
14.0, 7, 13, 7, 29
35.0, 40, 25, 47, 28
10.75, 7, 12, 6, 18
11.75, 14, 6, 14, 13
8.25, 6, 20, 0, 7
8.5, 14, 0, 6, 14
9.75, 7, 7, 12, 13
8.25, 13, 7, 0, 13
6.75, 13, 7, 0, 7
5.0, 0, 13, 0, 7
11.5, 20, 13, 6, 7
11.0, 13, 18, 0, 13
16.75, 7, 13, 27, 20
20.25, 23, 41, 9, 8
5.0, 6, 0, 7, 7
8.25, 13, 0, 14, 6
9.0, 0, 18, 6, 12
12.0, 21, 14, 6, 7
13.0, 23, 15, 7, 7
9.25, 18, 7, 6, 6
8.0, 7, 6, 13, 6
8.75, 13, 0, 15, 7
5.75, 8, 15, 0, 0
9.5, 6, 13, 12, 7
16.5, 7, 20, 14, 25
17.25, 26, 8, 14, 21
10.0, 6, 20, 0, 14
6.75, 13, 0, 14, 0
11.75, 0, 13, 14, 20
6.5, 0, 13, 6, 7
8.5, 13, 0, 14, 7
12.75, 12, 13, 13, 13
6.75, 0, 13, 0, 14
14.25, 6, 13, 18, 20
9.75, 6, 13, 13, 7
9.5, 0, 0, 18, 20
13.75, 20, 7, 7, 21
18.0, 18, 15, 26, 13
11.0, 13, 6, 0, 25
6.5, 6, 0, 13, 7
10.0, 13, 14, 7, 6
9.5, 7, 18, 13, 0
5.0, 0, 7, 13, 0
11.25, 20, 12, 0, 13
8.25, 7, 7, 13, 6
8.0, 0, 12, 14, 6
4.75, 6, 0, 13, 0
5.0, 6, 7, 0, 7
18.5, 13, 28, 7, 26
28.5, 31, 28, 18, 37
3.5, 7, 7, 0, 0
12.75, 6, 20, 12, 13
6.5, 7, 6, 13, 0
8.25, 13, 0, 13, 7
8.5, 0, 13, 14, 7
8.0, 0, 13, 12, 7
6.5, 0, 13, 13, 0
8.0, 20, 0, 6, 6
7.25, 0, 0, 15, 14
9.75, 0, 6, 20, 13
24.25, 14, 28, 20, 35
17.0, 14, 13, 21, 20
8.25, 0, 0, 13, 20
9.75, 13, 13, 7, 6
10.5, 20, 0, 15, 7
6.5, 0, 6, 7, 13
6.5, 7, 6, 13, 0
5.25, 0, 0, 14, 7
11.5, 0, 20, 20, 6
10.75, 22, 0, 7, 14
8.0, 13, 0, 6, 13
6.5, 13, 6, 0, 7
15.75, 18, 7, 15, 23
10.5, 7, 7, 14, 14
9.25, 6, 6, 18, 7
7.25, 15, 0, 14, 0
9.0, 0, 12, 18, 6
4.75, 12, 0, 0, 7
11.5, 25, 14, 0, 7
9.5, 7, 18, 7, 6
5.0, 0, 13, 7, 0
8.5, 6, 7, 7, 14
8.5, 20, 7, 7, 0
8.25, 20, 0, 13, 0
15.75, 15, 14, 7, 27
29.5, 33, 21, 18, 46
13.0, 18, 14, 13, 7
10.25, 7, 7, 13, 14
8.5, 13, 0, 7, 14
6.75, 0, 20, 0, 7
5.0, 7, 0, 7, 6
9.5, 7, 6, 13, 12
8.5, 20, 14, 0, 0
7.0, 14, 0, 7, 7
3.5, 0, 0, 7, 7
11.75, 20, 14, 0, 13
28.0, 33, 20, 28, 31
16.5, 15, 15, 23, 13
7.75, 13, 6, 0, 12
5.25, 0, 14, 7, 0
8.0, 18, 0, 7, 7
8.75, 0, 14, 7, 14
6.75, 13, 14, 0, 0
7.75, 18, 0, 6, 7
6.75, 14, 6, 7, 0
3.75, 0, 7, 8, 0
8.25, 13, 7, 13, 0
6.5, 0, 14, 6, 6
18.0, 7, 20, 25, 20
18.0, 26, 7, 8, 31
9.25, 0, 13, 18, 6
8.25, 14, 0, 13, 6
5.0, 0, 13, 0, 7
8.5, 14, 0, 13, 7
6.25, 13, 6, 0, 6
8.0, 0, 18, 0, 14
8.25, 13, 0, 7, 13
7.75, 0, 18, 0, 13
10.0, 13, 6, 15, 6
6.5, 6, 6, 7, 7
13.25, 6, 20, 14, 13
22.25, 35, 16, 23, 15
10.0, 6, 7, 13, 14
10.75, 25, 0, 0, 18
14.5, 26, 13, 13, 6
11.75, 20, 0, 13, 14
10.75, 13, 6, 6, 18
5.0, 7, 0, 13, 0
13.25, 6, 13, 21, 13
5.25, 0, 7, 0, 14
11.25, 13, 6, 13, 13
8.5, 0, 13, 15, 6
12.0, 14, 6, 14, 14
22.5, 16, 23, 28, 23
9.5, 18, 12, 0, 8
11.5, 14, 12, 7, 13
8.25, 0, 13, 20, 0
3.5, 0, 0, 7, 7
9.5, 18, 0, 7, 13
11.75, 18, 6, 6, 17
9.5, 0, 14, 18, 6
10.0, 13, 14, 7, 6
10.0, 20, 7, 13, 0
8.25, 0, 14, 13, 6
15.0, 7, 14, 14, 25
21.75, 35, 15, 28, 9
13.25, 20, 14, 6, 13
6.5, 13, 0, 0, 13
4.25, 0, 17, 0, 0
10.25, 6, 14, 14, 7
9.5, 18, 13, 7, 0
6.75, 7, 20, 0, 0
9.75, 6, 14, 13, 6
9.75, 6, 20, 6, 7
10.0, 13, 0, 7, 20
5.25, 0, 14, 7, 0
13.5, 7, 20, 13, 14
11.5, 16, 7, 0, 23
8.5, 0, 14, 7, 13
6.75, 14, 0, 7, 6
9.0, 0, 16, 7, 13
6.75, 7, 0, 7, 13
8.25, 20, 0, 0, 13
6.5, 13, 7, 6, 0
11.75, 13, 0, 21, 13
5.25, 0, 0, 7, 14
11.25, 6, 13, 13, 13
11.75, 13, 6, 14, 14
25.25, 33, 33, 7, 28
21.5, 28, 15, 15, 28
12.75, 13, 0, 25, 13
7.5, 0, 17, 0, 13
5.25, 0, 0, 14, 7
11.25, 13, 13, 6, 13
8.0, 0, 18, 7, 7
5.25, 0, 14, 0, 7
10.0, 14, 0, 13, 13
8.5, 7, 0, 14, 13
8.25, 20, 0, 13, 0
11.5, 21, 6, 13, 6
16.0, 26, 18, 0, 20
21.25, 23, 26, 8, 28
10.0, 20, 0, 13, 7
11.5, 14, 6, 13, 13
6.5, 7, 0, 13, 6
5.25, 0, 0, 7, 14
11.25, 12, 7, 13, 13
7.0, 7, 0, 7, 14
7.75, 6, 0, 12, 13
7.0, 7, 7, 0, 14
5.25, 7, 7, 7, 0
9.25, 13, 6, 6, 12
16.0, 14, 14, 18, 18
31.0, 37, 33, 28, 26
11.5, 12, 7, 15, 12
6.5, 7, 13, 6, 0
6.5, 14, 6, 0, 6
6.5, 13, 6, 0, 7
10.25, 14, 14, 6, 7
7.0, 14, 0, 7, 7
8.0, 8, 6, 12, 6
8.25, 0, 13, 20, 0
8.25, 7, 14, 12, 0
6.75, 13, 7, 0, 7
13.5, 7, 7, 20, 20
17.25, 15, 16, 23, 15
7.75, 0, 7, 13, 11
5.0, 7, 7, 6, 0
10.75, 13, 18, 6, 6
12.25, 13, 18, 6, 12
5.0, 8, 6, 6, 0
8.0, 13, 7, 0, 12
10.0, 20, 14, 0, 6
8.5, 14, 6, 14, 0
7.25, 8, 21, 0, 0
8.5, 14, 13, 7, 0
14.5, 26, 6, 26, 0
20.5, 8, 14, 23, 37
10.0, 13, 0, 14, 13
6.75, 13, 0, 7, 7
9.5, 7, 13, 18, 0
6.75, 7, 13, 0, 7
4.75, 6, 0, 7, 6
4.75, 6, 13, 0, 0
8.5, 20, 0, 7, 7
8.0, 6, 13, 13, 0
6.5, 7, 6, 6, 7
6.25, 13, 6, 0, 6
10.25, 15, 13, 0, 13
16.25, 0, 28, 21, 16
8.25, 14, 6, 7, 6
8.25, 13, 0, 20, 0
8.5, 14, 13, 0, 7
5.25, 14, 7, 0, 0
5.0, 7, 6, 7, 0
8.75, 14, 14, 0, 7
8.5, 7, 0, 14, 13
9.75, 13, 6, 13, 7
10.25, 18, 17, 0, 6
8.25, 14, 13, 0, 6
16.5, 20, 12, 20, 14
40.5, 53, 41, 50, 18
5.25, 8, 0, 7, 6
5.0, 0, 7, 0, 13
8.0, 12, 13, 7, 0
8.0, 20, 0, 12, 0
10.0, 0, 20, 20, 0
8.0, 0, 0, 18, 14
7.0, 14, 0, 14, 0
6.5, 7, 0, 13, 6
8.25, 13, 13, 7, 0
9.75, 0, 14, 18, 7
5.25, 0, 7, 7, 7
18.5, 9, 21, 23, 21
6.75, 7, 6, 7, 7
8.5, 14, 0, 6, 14
11.5, 13, 13, 20, 0
10.0, 14, 20, 6, 0
5.25, 14, 7, 0, 0
6.5, 6, 0, 13, 7
13.75, 7, 12, 23, 13
5.0, 7, 0, 7, 6
7.0, 7, 0, 7, 14
13.25, 14, 20, 6, 13
12.5, 13, 25, 6, 6
25.25, 40, 8, 16, 37
8.5, 0, 7, 20, 7
9.5, 7, 6, 13, 12
9.75, 0, 14, 25, 0
10.25, 20, 7, 7, 7
11.25, 13, 13, 6, 13
4.75, 0, 6, 13, 0
8.5, 20, 14, 0, 0
5.25, 7, 0, 7, 7
6.25, 7, 0, 0, 18
8.25, 13, 7, 6, 7
10.0, 14, 7, 6, 13
16.0, 7, 16, 20, 21
12.25, 0, 21, 7, 21
11.5, 6, 20, 20, 0
8.25, 8, 6, 12, 7
8.25, 0, 7, 12, 14
8.5, 20, 0, 0, 14
12.75, 13, 25, 0, 13
8.0, 12, 7, 0, 13
8.5, 20, 0, 0, 14
11.5, 14, 6, 13, 13
7.0, 7, 7, 7, 7
9.75, 20, 0, 12, 7
17.0, 15, 25, 14, 14
20.25, 33, 7, 15, 26
4.75, 0, 7, 6, 6
5.25, 0, 13, 8, 0
8.5, 6, 7, 7, 14
9.75, 20, 6, 0, 13
7.75, 13, 0, 18, 0
3.75, 8, 0, 7, 0
9.5, 13, 13, 6, 6
5.5, 15, 0, 7, 0
8.25, 13, 6, 7, 7
6.5, 14, 6, 0, 6
13.0, 0, 26, 20, 6
27.25, 33, 23, 16, 37
8.0, 0, 0, 18, 14
8.25, 13, 0, 7, 13
6.75, 13, 0, 0, 14
7.75, 6, 13, 12, 0
9.5, 0, 13, 13, 12
8.25, 13, 13, 7, 0
8.25, 20, 0, 13, 0
6.5, 7, 13, 6, 0
3.5, 0, 0, 7, 7
8.5, 14, 0, 13, 7
17.25, 7, 13, 29, 20
16.5, 20, 15, 23, 8
10.25, 13, 14, 7, 7
11.5, 13, 20, 0, 13
12.5, 26, 18, 6, 0
6.75, 14, 6, 7, 0
6.75, 0, 13, 7, 7
11.0, 13, 13, 0, 18
10.25, 14, 13, 7, 7
7.0, 8, 7, 6, 7
8.0, 13, 6, 13, 0
6.5, 13, 7, 6, 0
7.0, 21, 0, 7, 0
27.0, 15, 37, 26, 30
6.5, 0, 13, 13, 0
10.0, 21, 6, 13, 0
8.5, 20, 0, 0, 14
10.0, 13, 13, 0, 14
11.0, 13, 0, 18, 13
6.75, 0, 0, 7, 20
11.5, 13, 20, 6, 7
11.25, 14, 7, 6, 18
5.25, 0, 14, 0, 7
5.25, 7, 7, 7, 0
7.0, 14, 0, 7, 7
22.75, 43, 16, 9, 23
6.5, 0, 13, 13, 0
8.25, 13, 7, 13, 0
11.25, 20, 0, 7, 18
11.5, 14, 6, 20, 6
8.75, 14, 14, 0, 7
9.75, 6, 20, 6, 7
10.0, 13, 7, 13, 7
8.25, 7, 6, 20, 0
10.0, 13, 7, 13, 7
10.25, 13, 14, 7, 7
10.0, 20, 14, 6, 0
26.75, 28, 20, 41, 18
7.5, 7, 8, 8, 7
8.25, 20, 0, 13, 0
12.25, 17, 0, 14, 18
11.75, 22, 0, 7, 18
6.25, 6, 7, 0, 12
6.5, 13, 0, 13, 0
11.75, 7, 20, 13, 7
8.75, 21, 0, 7, 7
8.5, 21, 0, 0, 13
9.75, 13, 13, 13, 0
7.25, 6, 9, 7, 7
19.0, 21, 15, 26, 14
19.5, 35, 7, 28, 8
11.25, 20, 6, 6, 13
11.0, 7, 6, 18, 13
8.5, 7, 14, 7, 6
9.0, 6, 17, 6, 7
11.0, 13, 6, 18, 7
9.5, 20, 0, 0, 18
9.75, 14, 7, 0, 18
6.5, 0, 7, 12, 7
6.75, 14, 0, 7, 6
10.0, 14, 7, 12, 7
22.75, 21, 40, 7, 23
14.75, 26, 0, 13, 20
5.25, 0, 14, 7, 0
5.5, 7, 0, 15, 0
11.25, 7, 12, 20, 6
8.0, 14, 0, 0, 18
13.0, 13, 6, 13, 20
10.25, 7, 7, 13, 14
8.25, 14, 6, 13, 0
11.5, 18, 14, 7, 7
6.75, 6, 7, 7, 7
10.25, 0, 20, 14, 7
15.25, 7, 21, 25, 8
16.5, 35, 8, 15, 8
12.75, 18, 20, 13, 0
8.5, 0, 6, 14, 14
9.75, 13, 13, 13, 0
9.25, 13, 18, 6, 0
6.75, 20, 0, 7, 0
7.75, 6, 7, 6, 12
6.75, 6, 14, 7, 0
8.25, 20, 0, 13, 0
5.0, 6, 7, 0, 7
7.0, 14, 7, 7, 0
21.75, 14, 40, 7, 26
23.0, 21, 31, 26, 14
14.25, 7, 18, 18, 14
10.0, 0, 14, 13, 13
10.5, 22, 6, 0, 14
7.75, 0, 6, 12, 13
9.5, 0, 6, 25, 7
6.5, 13, 13, 0, 0
11.75, 13, 20, 7, 7
8.25, 0, 13, 20, 0
11.75, 14, 6, 13, 14
9.5, 18, 6, 14, 0
15.25, 8, 26, 14, 13
20.5, 35, 23, 16, 8
8.25, 0, 14, 6, 13
8.75, 14, 0, 14, 7
5.0, 7, 0, 7, 6
10.0, 0, 13, 14, 13
8.0, 13, 6, 0, 13
5.0, 13, 0, 0, 7
8.25, 6, 13, 7, 7
9.75, 0, 20, 6, 13
5.0, 0, 7, 7, 6
12.5, 18, 6, 20, 6
13.0, 7, 20, 12, 13
24.5, 38, 23, 9, 28
10.0, 13, 13, 7, 7
6.75, 13, 7, 0, 7
9.25, 6, 7, 12, 12
9.5, 0, 13, 13, 12
10.0, 13, 7, 13, 7
8.5, 13, 14, 0, 7
6.75, 0, 7, 13, 7
6.75, 0, 7, 7, 13
5.0, 6, 0, 7, 7
10.0, 7, 13, 0, 20
6.5, 6, 7, 0, 13
42.75, 57, 41, 40, 33
10.0, 0, 15, 13, 12
8.25, 0, 12, 14, 7
10.0, 14, 6, 0, 20
5.0, 0, 13, 0, 7
5.25, 0, 7, 0, 14
8.5, 14, 6, 14, 0
9.75, 0, 20, 13, 6
6.5, 0, 6, 13, 7
9.5, 6, 6, 14, 12
9.5, 0, 18, 14, 6
6.75, 6, 0, 14, 7
19.25, 21, 15, 20, 21
29.5, 42, 9, 46, 21
9.75, 13, 6, 20, 0
8.5, 14, 0, 13, 7
7.0, 7, 0, 14, 7
8.0, 0, 13, 13, 6
7.0, 6, 7, 15, 0
8.5, 7, 0, 14, 13
9.75, 7, 12, 20, 0
4.5, 6, 6, 6, 0
8.25, 13, 6, 14, 0
8.5, 13, 0, 14, 7
19.5, 20, 23, 14, 21
25.25, 37, 14, 15, 35
6.75, 0, 6, 14, 7
6.25, 12, 0, 0, 13
9.75, 6, 14, 6, 13
11.25, 6, 13, 6, 20
8.25, 13, 7, 13, 0
6.5, 6, 13, 0, 7
8.25, 6, 14, 0, 13
8.75, 12, 0, 6, 17
8.0, 7, 6, 7, 12
5.0, 13, 0, 7, 0
