All_Cores, Core0, Core1, Core2, Core3
6.75, 6, 7, 0, 14
9.75, 0, 12, 7, 20
10.0, 7, 0, 20, 13
8.25, 6, 13, 0, 14
8.25, 20, 0, 0, 13
8.5, 13, 7, 0, 14
10.0, 13, 14, 0, 13
6.5, 0, 0, 13, 13
12.75, 13, 25, 0, 13
18.0, 31, 21, 13, 7
12.0, 20, 7, 7, 14
3.5, 0, 7, 7, 0
11.25, 26, 0, 6, 13
8.25, 0, 6, 13, 14
5.5, 7, 0, 0, 15
9.75, 20, 0, 13, 6
8.5, 0, 20, 7, 7
8.5, 14, 7, 13, 0
6.75, 7, 7, 7, 6
9.75, 13, 13, 13, 0
7.0, 14, 14, 0, 0
22.0, 14, 20, 23, 31
21.25, 30, 16, 16, 23
10.5, 7, 14, 14, 7
8.25, 13, 0, 14, 6
9.5, 13, 6, 13, 6
9.75, 18, 0, 7, 14
10.25, 21, 0, 13, 7
11.25, 7, 25, 7, 6
9.25, 13, 18, 6, 0
3.5, 0, 0, 7, 7
9.75, 12, 0, 13, 14
8.0, 13, 0, 13, 6
26.5, 21, 38, 21, 26
20.25, 20, 26, 20, 15
8.0, 13, 13, 6, 0
6.75, 13, 14, 0, 0
8.25, 13, 7, 0, 13
7.75, 6, 12, 0, 13
6.75, 0, 14, 7, 6
6.5, 6, 0, 13, 7
9.5, 7, 18, 13, 0
9.25, 6, 13, 7, 11
10.5, 21, 14, 7, 0
5.25, 14, 7, 0, 0
13.75, 21, 14, 7, 13
22.25, 23, 15, 30, 21
6.75, 13, 0, 14, 0
6.25, 12, 0, 7, 6
8.25, 6, 0, 20, 7
8.25, 6, 0, 13, 14
6.75, 0, 14, 13, 0
16.5, 14, 25, 20, 7
6.5, 6, 0, 20, 0
6.75, 14, 7, 6, 0
9.25, 6, 0, 13, 18
8.0, 13, 0, 13, 6
14.0, 15, 7, 13, 21
31.25, 41, 30, 28, 26
6.75, 7, 0, 13, 7
8.5, 6, 14, 14, 0
10.0, 7, 7, 13, 13
10.5, 7, 0, 13, 22
8.75, 14, 0, 14, 7
5.0, 0, 0, 7, 13
9.75, 0, 20, 7, 12
11.25, 13, 13, 13, 6
6.0, 0, 17, 7, 0
9.75, 13, 6, 13, 7
17.0, 7, 14, 26, 21
18.0, 27, 7, 15, 23
7.0, 14, 0, 7, 7
8.5, 13, 0, 14, 7
5.0, 0, 14, 6, 0
8.25, 14, 0, 12, 7
10.0, 0, 13, 13, 14
9.75, 14, 13, 12, 0
7.75, 0, 18, 0, 13
11.75, 14, 6, 13, 14
8.25, 13, 0, 13, 7
9.25, 7, 6, 6, 18
10.75, 8, 21, 7, 7
19.75, 28, 21, 15, 15
7.25, 0, 8, 14, 7
10.0, 13, 6, 7, 14
9.75, 6, 7, 13, 13
8.25, 6, 14, 7, 6
7.5, 0, 6, 6, 18
11.75, 21, 13, 0, 13
8.25, 13, 14, 0, 6
6.75, 0, 14, 0, 13
9.75, 7, 13, 6, 13
6.75, 14, 0, 13, 0
14.25, 7, 25, 18, 7
24.25, 20, 16, 38, 23
8.5, 0, 7, 21, 6
5.5, 7, 7, 0, 8
8.25, 14, 13, 0, 6
3.25, 7, 6, 0, 0
8.25, 20, 6, 7, 0
5.25, 14, 0, 7, 0
3.25, 0, 6, 7, 0
6.5, 0, 7, 13, 6
8.25, 0, 14, 6, 13
10.0, 6, 20, 7, 7
16.0, 6, 14, 31, 13
21.5, 23, 14, 21, 28
8.25, 13, 7, 0, 13
8.0, 0, 0, 14, 18
7.0, 14, 0, 7, 7
8.0, 13, 6, 6, 7
8.5, 6, 14, 0, 14
3.5, 0, 7, 0, 7
10.0, 13, 0, 7, 20
11.25, 20, 13, 6, 6
6.0, 0, 17, 7, 0
9.75, 13, 0, 6, 20
5.25, 7, 0, 14, 0
24.0, 15, 23, 21, 37
10.5, 21, 7, 7, 7
5.0, 0, 13, 0, 7
5.0, 7, 6, 7, 0
7.75, 12, 6, 0, 13
9.75, 20, 13, 0, 6
9.75, 12, 7, 6, 14
9.5, 8, 15, 0, 15
9.75, 13, 0, 20, 6
8.0, 0, 14, 0, 18
10.0, 14, 6, 13, 7
10.25, 15, 7, 12, 7
18.75, 16, 15, 26, 18
7.0, 0, 14, 14, 0
8.0, 0, 18, 7, 7
10.0, 0, 14, 14, 12
9.75, 13, 6, 13, 7
8.0, 13, 0, 13, 6
6.5, 7, 12, 0, 7
9.5, 25, 0, 13, 0
10.0, 14, 13, 7, 6
6.75, 7, 7, 6, 7
10.25, 14, 14, 6, 7
11.0, 13, 6, 13, 12
24.0, 21, 35, 14, 26
16.25, 26, 18, 15, 6
11.25, 26, 6, 13, 0
9.75, 6, 13, 6, 14
10.0, 6, 6, 14, 14
8.5, 14, 0, 14, 6
13.0, 14, 13, 13, 12
9.25, 0, 25, 12, 0
5.0, 0, 0, 7, 13
8.5, 14, 7, 7, 6
9.5, 0, 20, 0, 18
5.25, 0, 14, 7, 0
15.0, 7, 7, 25, 21
19.75, 15, 8, 28, 28
10.0, 14, 13, 6, 7
8.25, 8, 6, 12, 7
8.5, 13, 7, 7, 7
8.5, 20, 7, 0, 7
8.5, 20, 14, 0, 0
6.25, 7, 6, 6, 6
6.75, 7, 7, 13, 0
9.5, 7, 13, 6, 12
8.75, 14, 0, 7, 14
8.25, 13, 0, 14, 6
19.0, 13, 14, 14, 35
19.75, 37, 21, 0, 21
6.75, 14, 0, 7, 6
10.75, 13, 17, 6, 7
9.25, 12, 0, 12, 13
8.25, 7, 13, 13, 0
6.75, 0, 8, 7, 12
6.75, 13, 7, 7, 0
13.0, 25, 0, 14, 13
8.25, 7, 6, 13, 7
5.25, 0, 0, 7, 14
8.5, 20, 0, 0, 14
18.75, 13, 8, 23, 31
12.0, 25, 0, 8, 15
9.75, 14, 8, 0, 17
6.5, 0, 13, 0, 13
5.25, 7, 0, 7, 7
5.25, 7, 0, 14, 0
5.25, 7, 0, 14, 0
10.5, 6, 13, 6, 17
10.0, 6, 14, 20, 0
8.25, 20, 0, 0, 13
11.0, 18, 13, 0, 13
7.5, 6, 6, 0, 18
9.5, 13, 12, 0, 13
29.5, 16, 50, 21, 31
10.25, 20, 7, 14, 0
12.0, 14, 14, 13, 7
6.5, 13, 0, 0, 13
1.75, 0, 0, 7, 0
8.0, 13, 6, 0, 13
7.0, 0, 14, 0, 14
8.75, 7, 7, 7, 14
5.0, 13, 0, 0, 7
5.0, 13, 0, 0, 7
9.25, 14, 6, 6, 11
6.5, 0, 6, 13, 7
14.5, 16, 14, 0, 28
10.75, 16, 20, 7, 0
5.0, 6, 0, 7, 7
8.25, 7, 13, 7, 6
10.0, 20, 20, 0, 0
8.0, 13, 7, 6, 6
6.25, 7, 0, 0, 18
8.5, 0, 13, 7, 14
8.25, 7, 0, 20, 6
8.25, 13, 14, 6, 0
8.5, 14, 0, 14, 6
6.5, 13, 6, 7, 0
18.25, 14, 14, 20, 25
20.75, 23, 25, 7, 28
5.25, 0, 0, 7, 14
5.0, 0, 13, 7, 0
11.75, 20, 14, 6, 7
10.0, 0, 20, 20, 0
9.25, 6, 13, 12, 6
6.75, 7, 0, 7, 13
11.5, 0, 25, 21, 0
12.25, 17, 7, 13, 12
9.5, 13, 12, 0, 13
8.25, 0, 20, 6, 7
23.75, 23, 28, 14, 30
15.0, 7, 13, 7, 33
8.0, 6, 0, 20, 6
8.25, 7, 6, 20, 0
8.25, 6, 20, 0, 7
6.5, 12, 6, 0, 8
10.0, 15, 18, 0, 7
5.25, 21, 0, 0, 0
8.0, 7, 18, 0, 7
10.25, 7, 20, 0, 14
9.75, 13, 14, 6, 6
9.75, 13, 7, 13, 6
18.0, 23, 21, 7, 21
19.25, 31, 7, 26, 13
8.0, 7, 12, 0, 13
7.0, 7, 0, 7, 14
6.5, 7, 0, 13, 6
9.75, 20, 6, 13, 0
8.25, 6, 13, 14, 0
10.0, 0, 13, 20, 7
6.75, 6, 0, 14, 7
8.25, 13, 13, 0, 7
10.0, 13, 20, 7, 0
6.75, 13, 0, 7, 7
30.5, 29, 26, 41, 26
14.5, 7, 7, 31, 13
11.5, 20, 6, 14, 6
10.0, 13, 6, 14, 7
8.25, 6, 7, 14, 6
5.5, 15, 0, 7, 0
8.75, 14, 14, 7, 0
8.0, 7, 6, 6, 13
3.5, 0, 7, 0, 7
11.25, 25, 13, 7, 0
5.0, 7, 13, 0, 0
8.5, 14, 7, 0, 13
2.0, 0, 0, 8, 0
19.0, 23, 0, 16, 37
10.25, 14, 14, 6, 7
9.75, 13, 20, 6, 0
10.0, 20, 0, 6, 14
9.5, 13, 0, 18, 7
6.5, 6, 13, 0, 7
8.25, 13, 0, 0, 20
9.5, 13, 0, 7, 18
8.5, 7, 12, 7, 8
6.75, 13, 0, 0, 14
5.0, 6, 0, 7, 7
17.5, 25, 12, 13, 20
14.0, 20, 28, 8, 0
6.75, 13, 0, 7, 7
8.25, 7, 13, 13, 0
6.75, 0, 14, 6, 7
6.75, 13, 14, 0, 0
9.5, 12, 7, 12, 7
6.5, 6, 0, 7, 13
10.5, 18, 0, 6, 18
6.75, 0, 14, 0, 13
8.25, 13, 0, 13, 7
8.5, 14, 7, 6, 7
10.25, 0, 7, 14, 20
28.0, 23, 33, 33, 23
3.5, 7, 7, 0, 0
8.25, 20, 0, 13, 0
7.0, 0, 13, 7, 8
7.0, 0, 14, 0, 14
8.5, 14, 6, 7, 7
5.25, 0, 0, 7, 14
13.25, 20, 20, 13, 0
8.25, 13, 14, 6, 0
10.0, 0, 20, 20, 0
11.25, 20, 6, 13, 6
8.5, 7, 6, 14, 7
26.25, 33, 37, 7, 28
10.0, 13, 7, 7, 13
7.75, 7, 6, 18, 0
10.25, 20, 14, 7, 0
10.0, 20, 6, 0, 14
8.0, 13, 6, 13, 0
6.25, 7, 6, 6, 6
6.75, 13, 0, 0, 14
9.75, 12, 14, 6, 7
9.5, 0, 20, 12, 6
8.75, 14, 14, 0, 7
8.25, 14, 6, 7, 6
26.5, 15, 33, 14, 44
11.0, 7, 15, 7, 15
3.75, 0, 7, 0, 8
5.0, 6, 0, 7, 7
8.0, 6, 7, 13, 6
10.25, 20, 7, 0, 14
6.0, 0, 18, 6, 0
9.75, 7, 12, 13, 7
5.0, 0, 7, 7, 6
9.25, 6, 0, 18, 13
9.75, 6, 13, 7, 13
6.5, 6, 8, 6, 6
11.0, 0, 13, 15, 16
21.0, 23, 35, 13, 13
10.25, 7, 20, 0, 14
5.0, 6, 0, 7, 7
11.25, 12, 13, 7, 13
9.75, 13, 0, 13, 13
6.75, 0, 0, 13, 14
8.0, 6, 13, 7, 6
10.0, 20, 0, 7, 13
8.25, 21, 0, 12, 0
8.25, 0, 13, 13, 7
7.75, 0, 18, 7, 6
29.25, 21, 43, 28, 25
23.75, 30, 30, 14, 21
11.5, 6, 13, 13, 14
8.5, 13, 0, 7, 14
10.0, 20, 6, 14, 0
11.25, 0, 18, 14, 13
8.0, 6, 7, 13, 6
11.25, 14, 13, 18, 0
3.5, 0, 7, 0, 7
10.25, 6, 7, 14, 14
8.0, 13, 7, 6, 6
6.75, 13, 0, 7, 7
16.0, 7, 21, 21, 15
31.5, 28, 40, 20, 38
8.5, 20, 0, 0, 14
5.0, 0, 6, 7, 7
6.25, 0, 12, 13, 0
8.25, 13, 6, 0, 14
8.5, 14, 14, 0, 6
8.5, 7, 7, 14, 6
10.0, 6, 20, 14, 0
6.75, 13, 7, 0, 7
8.25, 13, 6, 14, 0
6.5, 0, 0, 12, 14
23.25, 21, 26, 21, 25
14.25, 8, 14, 20, 15
8.25, 14, 7, 6, 6
8.5, 14, 7, 6, 7
5.0, 7, 6, 7, 0
9.75, 7, 0, 25, 7
8.0, 6, 6, 7, 13
9.75, 20, 6, 7, 6
8.0, 13, 0, 7, 12
6.5, 6, 6, 14, 0
10.0, 20, 20, 0, 0
9.75, 0, 12, 14, 13
13.75, 23, 0, 23, 9
18.0, 7, 28, 21, 16
6.5, 7, 13, 0, 6
8.25, 13, 14, 6, 0
8.25, 6, 0, 13, 14
10.25, 14, 6, 7, 14
6.5, 7, 13, 0, 6
6.5, 6, 6, 0, 14
8.25, 0, 13, 6, 14
6.5, 7, 6, 0, 13
9.5, 14, 6, 0, 18
8.5, 0, 7, 20, 7
18.75, 20, 13, 13, 29
8.0, 9, 8, 15, 0
12.75, 13, 0, 26, 12
6.75, 20, 0, 7, 0
10.0, 0, 20, 7, 13
10.0, 7, 20, 0, 13
6.75, 0, 0, 13, 14
10.0, 13, 0, 14, 13
8.5, 13, 7, 7, 7
11.5, 20, 6, 7, 13
10.0, 20, 0, 6, 14
13.0, 13, 13, 14, 12
21.0, 0, 18, 40, 26
15.75, 14, 21, 28, 0
5.0, 7, 0, 0, 13
10.0, 0, 13, 13, 14
7.0, 7, 14, 0, 7
11.25, 0, 25, 20, 0
6.75, 0, 0, 20, 7
10.0, 20, 0, 20, 0
6.75, 20, 0, 7, 0
8.5, 14, 7, 0, 13
9.75, 6, 13, 0, 20
11.5, 20, 6, 0, 20
17.5, 25, 15, 18, 12
9.25, 0, 9, 28, 0
3.5, 0, 7, 0, 7
6.75, 0, 7, 7, 13
5.0, 0, 6, 0, 14
10.0, 14, 6, 13, 7
8.25, 13, 0, 13, 7
11.0, 7, 18, 6, 13
6.25, 0, 13, 6, 6
8.5, 20, 0, 0, 14
6.5, 6, 13, 0, 7
9.75, 0, 20, 6, 13
8.25, 13, 14, 6, 0
17.0, 16, 23, 15, 14
7.75, 7, 12, 12, 0
10.25, 14, 13, 7, 7
8.5, 14, 13, 0, 7
5.25, 0, 7, 7, 7
10.0, 13, 6, 14, 7
7.75, 0, 13, 0, 18
8.0, 13, 13, 6, 0
9.25, 18, 6, 13, 0
8.5, 6, 14, 0, 14
8.0, 7, 7, 12, 6
9.75, 0, 13, 13, 13
27.25, 25, 21, 35, 28
16.0, 25, 7, 18, 14
10.5, 18, 0, 18, 6
8.25, 7, 12, 14, 0
11.5, 7, 0, 25, 14
9.5, 13, 13, 6, 6
10.5, 12, 18, 12, 0
10.0, 0, 20, 20, 0
10.0, 20, 6, 7, 7
10.0, 0, 14, 12, 14
9.75, 12, 6, 14, 7
6.5, 0, 6, 7, 13
16.75, 21, 0, 25, 21
16.75, 14, 7, 25, 21
12.25, 22, 6, 14, 7
9.5, 0, 25, 7, 6
10.0, 7, 14, 6, 13
6.5, 20, 0, 6, 0
13.5, 13, 7, 14, 20
7.75, 7, 0, 6, 18
9.0, 18, 0, 18, 0
9.25, 23, 0, 7, 7
8.25, 15, 6, 6, 6
8.25, 0, 14, 6, 13
17.5, 8, 25, 21, 16
25.5, 28, 26, 25, 23
7.75, 6, 13, 12, 0
10.25, 14, 6, 7, 14
6.25, 0, 6, 13, 6
5.0, 6, 0, 7, 7
9.75, 7, 6, 12, 14
8.5, 6, 0, 14, 14
9.75, 14, 13, 0, 12
6.0, 0, 6, 12, 6
5.0, 0, 6, 8, 6
10.0, 13, 0, 14, 13
26.0, 16, 35, 20, 33
12.5, 15, 21, 7, 7
4.75, 6, 7, 0, 6
4.75, 13, 0, 6, 0
8.25, 14, 13, 6, 0
8.75, 15, 13, 7, 0
8.25, 0, 13, 13, 7
6.5, 7, 6, 13, 0
10.75, 14, 7, 0, 22
6.5, 13, 6, 0, 7
8.0, 13, 6, 0, 13
6.75, 0, 13, 7, 7
17.5, 14, 15, 15, 26
17.75, 35, 28, 8, 0
6.5, 6, 13, 7, 0
3.5, 0, 7, 7, 0
8.75, 21, 14, 0, 0
9.0, 12, 18, 0, 6
10.0, 20, 0, 7, 13
11.75, 20, 6, 14, 7
5.0, 7, 0, 13, 0
9.75, 12, 0, 14, 13
9.25, 14, 6, 17, 0
10.0, 20, 14, 0, 6
15.25, 13, 7, 33, 8
14.5, 26, 8, 8, 16
8.25, 7, 14, 6, 6
8.25, 13, 7, 0, 13
8.25, 7, 6, 6, 14
5.0, 7, 0, 0, 13
8.5, 6, 7, 7, 14
8.5, 20, 0, 0, 14
9.5, 18, 0, 7, 13
9.75, 7, 0, 12, 20
8.5, 13, 7, 7, 7
11.25, 25, 6, 0, 14
21.0, 23, 29, 12, 20
22.0, 28, 9, 21, 30
8.25, 0, 14, 6, 13
8.0, 0, 6, 13, 13
10.25, 13, 14, 0, 14
6.5, 6, 13, 0, 7
7.5, 0, 6, 18, 6
8.0, 13, 6, 13, 0
6.5, 0, 20, 0, 6
12.25, 20, 18, 0, 11
5.25, 0, 7, 7, 7
6.75, 0, 0, 14, 13
12.25, 7, 18, 18, 6
23.5, 16, 21, 31, 26
7.75, 7, 17, 0, 7
6.5, 0, 13, 7, 6
8.0, 0, 18, 14, 0
13.0, 7, 12, 20, 13
7.75, 6, 25, 0, 0
6.75, 0, 14, 6, 7
8.25, 14, 0, 6, 13
8.25, 0, 13, 6, 14
9.75, 20, 0, 13, 6
8.0, 13, 12, 7, 0
10.75, 0, 14, 15, 14
11.25, 7, 14, 15, 9
9.75, 7, 6, 13, 13
8.5, 6, 14, 7, 7
11.25, 26, 0, 13, 6
9.75, 20, 6, 13, 0
6.5, 6, 6, 14, 0
12.5, 17, 0, 13, 20
7.0, 0, 7, 7, 14
8.0, 7, 12, 7, 6
4.75, 6, 6, 0, 7
6.5, 6, 7, 13, 0
25.5, 28, 31, 29, 14
18.25, 26, 0, 21, 26
6.75, 6, 0, 14, 7
6.5, 0, 0, 13, 13
11.0, 13, 6, 7, 18
9.25, 20, 0, 17, 0
5.0, 0, 0, 13, 7
11.5, 7, 0, 25, 14
11.5, 20, 0, 13, 13
8.5, 20, 0, 0, 14
6.5, 13, 0, 6, 7
10.25, 7, 20, 6, 8
22.75, 14, 25, 26, 26
16.75, 18, 14, 14, 21
10.0, 14, 6, 0, 20
10.25, 20, 0, 14, 7
8.5, 0, 0, 20, 14
11.75, 6, 7, 20, 14
7.0, 15, 7, 6, 0
10.0, 20, 6, 0, 14
8.25, 6, 15, 6, 6
10.25, 13, 7, 0, 21
8.5, 13, 14, 0, 7
6.5, 13, 7, 6, 0
10.0, 13, 7, 14, 6
21.5, 8, 20, 23, 35
8.25, 13, 7, 13, 0
4.5, 6, 0, 0, 12
6.5, 13, 0, 6, 7
8.5, 7, 14, 0, 13
5.5, 15, 7, 0, 0
6.75, 13, 0, 0, 14
9.5, 6, 6, 6, 20
6.75, 13, 14, 0, 0
5.25, 0, 7, 7, 7
6.25, 6, 13, 0, 6
17.5, 25, 7, 13, 25
26.25, 26, 29, 35, 15
6.5, 0, 6, 13, 7
6.75, 0, 13, 14, 0
6.5, 13, 7, 0, 6
6.25, 7, 6, 0, 12
12.0, 14, 14, 7, 13
10.5, 14, 7, 14, 7
8.0, 13, 7, 6, 6
8.5, 14, 7, 0, 13
8.75, 0, 14, 21, 0
8.0, 12, 13, 7, 0
6.5, 7, 0, 6, 13
18.0, 21, 15, 21, 15
5.75, 0, 7, 8, 8
11.75, 6, 14, 13, 14
8.5, 0, 7, 14, 13
6.5, 0, 7, 12, 7
11.5, 20, 12, 0, 14
8.25, 0, 13, 7, 13
6.5, 0, 6, 7, 13
6.75, 20, 0, 0, 7
11.5, 7, 20, 6, 13
10.0, 20, 20, 0, 0
9.75, 6, 13, 6, 14
17.0, 14, 14, 20, 20
16.25, 14, 14, 14, 23
6.75, 13, 14, 0, 0
7.0, 7, 14, 7, 0
6.5, 13, 13, 0, 0
8.5, 0, 20, 0, 14
11.25, 20, 13, 0, 12
8.25, 0, 13, 7, 13
7.0, 0, 14, 7, 7
10.0, 13, 7, 0, 20
10.0, 26, 0, 0, 14
10.0, 13, 14, 7, 6
23.5, 25, 17, 31, 21
18.25, 0, 33, 7, 33
3.5, 7, 0, 0, 7
8.25, 7, 12, 0, 14
9.75, 6, 0, 13, 20
6.75, 7, 7, 0, 13
6.75, 13, 0, 7, 7
11.25, 20, 6, 6, 13
6.5, 0, 13, 0, 13
8.25, 13, 6, 7, 7
6.5, 7, 6, 7, 6
6.25, 6, 13, 6, 0
18.25, 20, 7, 26, 20
18.75, 26, 28, 14, 7
8.75, 16, 6, 13, 0
8.25, 6, 7, 7, 13
4.75, 0, 6, 13, 0
6.75, 14, 0, 13, 0
12.5, 13, 20, 6, 11
9.75, 0, 14, 13, 12
6.5, 6, 0, 7, 13
11.25, 13, 6, 13, 13
6.25, 6, 0, 13, 6
10.0, 12, 14, 14, 0
19.25, 14, 35, 13, 15
17.75, 28, 28, 7, 8
9.75, 0, 14, 0, 25
8.0, 13, 6, 13, 0
8.5, 14, 0, 13, 7
9.75, 0, 20, 13, 6
8.5, 0, 14, 20, 0
5.5, 0, 15, 7, 0
8.5, 14, 14, 6, 0
6.75, 20, 0, 7, 0
9.5, 13, 6, 6, 13
7.75, 7, 6, 6, 12
20.25, 33, 15, 7, 26
17.75, 15, 16, 15, 25
11.0, 13, 18, 0, 13
11.0, 17, 6, 14, 7
8.5, 13, 14, 0, 7
8.25, 6, 20, 7, 0
8.5, 6, 7, 7, 14
5.25, 0, 0, 14, 7
8.25, 13, 0, 14, 6
7.0, 7, 7, 7, 7
7.0, 0, 0, 14, 14
9.5, 12, 13, 13, 0
13.0, 8, 16, 7, 21
21.0, 33, 23, 0, 28
11.75, 26, 7, 0, 14
6.25, 0, 0, 12, 13
6.5, 0, 0, 13, 13
10.25, 20, 0, 7, 14
8.25, 13, 0, 7, 13
6.75, 7, 0, 6, 14
12.5, 22, 0, 14, 14
10.25, 14, 14, 13, 0
9.75, 13, 20, 0, 6
3.5, 7, 0, 0, 7
17.75, 25, 25, 14, 7
21.25, 25, 21, 9, 30
6.5, 6, 0, 7, 13
6.25, 0, 13, 6, 6
11.25, 7, 12, 13, 13
11.5, 6, 20, 13, 7
1.75, 0, 7, 0, 0
8.0, 6, 0, 13, 13
11.5, 6, 20, 13, 7
8.0, 0, 12, 7, 13
8.5, 0, 0, 20, 14
9.25, 12, 13, 12, 0
15.0, 20, 15, 25, 0
19.0, 33, 15, 7, 21
8.0, 7, 0, 12, 13
6.75, 0, 13, 7, 7
6.75, 0, 13, 7, 7
7.5, 0, 0, 13, 17
8.0, 0, 14, 0, 18
8.5, 14, 14, 6, 0
6.75, 20, 0, 7, 0
9.5, 7, 12, 13, 6
7.75, 7, 6, 18, 0
8.0, 13, 6, 7, 6
16.0, 14, 21, 15, 14
35.0, 41, 33, 43, 23
3.5, 0, 7, 0, 7
9.75, 20, 13, 6, 0
11.5, 20, 7, 13, 6
6.75, 0, 0, 13, 14
8.75, 14, 0, 14, 7
13.0, 14, 25, 13, 0
9.0, 7, 23, 6, 0
8.25, 20, 0, 13, 0
6.5, 13, 6, 0, 7
7.0, 7, 7, 7, 7
20.25, 35, 26, 7, 13
27.0, 21, 26, 33, 28
9.25, 25, 6, 0, 6
9.5, 13, 7, 18, 0
11.5, 14, 12, 6, 14
10.0, 14, 6, 7, 13
7.0, 7, 0, 14, 7
6.75, 0, 6, 7, 14
9.75, 13, 0, 6, 20
9.25, 0, 17, 7, 13
11.5, 20, 0, 6, 20
10.5, 13, 13, 16, 0
19.25, 26, 15, 21, 15
9.5, 15, 7, 8, 8
11.5, 20, 6, 13, 7
11.5, 6, 20, 0, 20
3.75, 7, 0, 0, 8
10.0, 20, 6, 0, 14
10.5, 0, 6, 23, 13
13.0, 25, 20, 0, 7
10.0, 14, 13, 0, 13
12.0, 13, 12, 6, 17
9.5, 6, 17, 8, 7
8.0, 6, 20, 0, 6
13.5, 7, 20, 20, 7
26.0, 23, 21, 40, 20
9.75, 20, 13, 6, 0
7.75, 7, 17, 7, 0
8.25, 6, 7, 13, 7
10.0, 6, 14, 7, 13
5.25, 0, 0, 7, 14
12.25, 17, 6, 13, 13
8.0, 13, 0, 13, 6
5.25, 0, 0, 7, 14
8.0, 13, 0, 6, 13
8.25, 13, 13, 0, 7
18.25, 30, 0, 23, 20
18.75, 33, 28, 14, 0
7.5, 12, 6, 12, 0
6.5, 13, 0, 13, 0
8.75, 7, 14, 0, 14
9.5, 7, 12, 13, 6
7.0, 0, 14, 7, 7
11.75, 15, 14, 12, 6
6.5, 13, 0, 6, 7
8.0, 13, 0, 13, 6
9.75, 13, 20, 6, 0
6.5, 13, 6, 7, 0
7.0, 0, 14, 7, 7
18.0, 21, 15, 15, 21
8.25, 0, 13, 0, 20
8.5, 6, 7, 14, 7
6.25, 0, 7, 12, 6
9.5, 0, 0, 31, 7
5.0, 0, 7, 0, 13
9.25, 13, 12, 0, 12
8.5, 14, 13, 7, 0
6.75, 20, 0, 0, 7
8.25, 0, 14, 6, 13
5.25, 7, 8, 6, 0
10.0, 0, 7, 13, 20
24.25, 25, 26, 25, 21
10.0, 20, 14, 6, 0
7.25, 0, 14, 15, 0
6.75, 0, 7, 7, 13
7.75, 7, 18, 6, 0
9.75, 13, 20, 6, 0
10.0, 21, 0, 13, 6
8.25, 20, 6, 0, 7
9.25, 17, 20, 0, 0
8.5, 13, 14, 0, 7
7.75, 0, 6, 13, 12
6.5, 7, 13, 6, 0
33.5, 30, 53, 23, 28
9.5, 0, 13, 18, 7
8.0, 13, 6, 13, 0
9.5, 0, 18, 20, 0
6.75, 14, 0, 7, 6
9.25, 13, 0, 18, 6
12.0, 7, 14, 20, 7
8.5, 6, 14, 0, 14
11.25, 14, 7, 18, 6
10.5, 14, 0, 6, 22
8.5, 0, 14, 20, 0
10.0, 14, 14, 12, 0
17.0, 15, 25, 21, 7
21.5, 21, 9, 25, 31
8.0, 0, 12, 13, 7
9.25, 17, 0, 6, 14
9.5, 14, 6, 0, 18
6.25, 12, 0, 0, 13
5.25, 0, 0, 7, 14
11.25, 6, 7, 18, 14
6.5, 13, 0, 7, 6
8.25, 20, 6, 7, 0
8.25, 7, 7, 13, 6
8.5, 7, 0, 7, 20
20.75, 26, 21, 21, 15
31.75, 30, 35, 46, 16
8.25, 7, 13, 0, 13
9.5, 0, 18, 20, 0
11.0, 20, 12, 6, 6
11.5, 6, 26, 0, 14
3.25, 0, 6, 7, 0
8.75, 0, 14, 14, 7
12.5, 18, 0, 14, 18
6.5, 7, 7, 0, 12
7.0, 7, 14, 7, 0
9.75, 13, 6, 13, 7
26.75, 40, 21, 25, 21
19.25, 14, 28, 21, 14
6.25, 13, 6, 6, 0
8.25, 13, 14, 6, 0
8.5, 0, 14, 13, 7
5.0, 0, 7, 7, 6
12.0, 14, 20, 14, 0
6.5, 13, 0, 13, 0
8.75, 7, 0, 14, 14
11.25, 17, 15, 13, 0
8.25, 13, 0, 7, 13
8.75, 21, 0, 7, 7
14.75, 7, 31, 0, 21
15.0, 37, 7, 8, 8
12.5, 25, 0, 12, 13
9.5, 13, 0, 12, 13
10.0, 0, 13, 14, 13
10.25, 0, 20, 14, 7
5.0, 0, 13, 0, 7
9.5, 12, 0, 13, 13
8.0, 13, 0, 12, 7
9.25, 0, 12, 18, 7
7.5, 0, 18, 12, 0
9.75, 6, 13, 6, 14
20.0, 15, 31, 21, 13
14.25, 8, 14, 28, 7
8.0, 7, 6, 13, 6
3.25, 0, 7, 0, 6
6.75, 14, 7, 6, 0
9.75, 13, 0, 20, 6
6.5, 20, 6, 0, 0
8.5, 14, 14, 0, 6
11.25, 18, 7, 13, 7
6.5, 13, 0, 6, 7
10.75, 20, 18, 5, 0
8.75, 14, 14, 0, 7
25.0, 25, 21, 28, 26
13.0, 0, 7, 25, 20
6.5, 7, 6, 13, 0
10.5, 12, 18, 6, 6
9.5, 0, 13, 13, 12
8.5, 21, 13, 0, 0
5.0, 7, 7, 0, 6
8.25, 13, 0, 20, 0
10.25, 14, 14, 7, 6
3.5, 7, 0, 0, 7
10.0, 14, 6, 0, 20
11.25, 25, 13, 0, 7
19.0, 8, 21, 14, 33
25.75, 33, 18, 31, 21
6.5, 13, 0, 7, 6
6.5, 6, 7, 0, 13
6.0, 0, 18, 0, 6
7.0, 14, 0, 7, 7
