Accelerometer_x_axis, Accelerometer_y_axis, Accelerometer_z_axis
0.2745862, -2.4712758, 8.7083052
0.196133, -2.3928225999999997, 8.7083052
0.196133, -2.4320492, 8.7083052
0.2745862, -2.4320492, 8.669078599999999
0.2353596, -2.3928225999999997, 8.7083052
0.196133, -2.4320492, 8.7083052
0.2745862, -2.3928225999999997, 8.7083052
0.196133, -2.3928225999999997, 8.7867584
0.2745862, -2.4712758, 8.747531799999999
0.196133, -2.4320492, 8.7083052
0.2353596, -2.4320492, 8.7083052
0.2353596, -2.4320492, 8.7083052
0.2353596, -2.4712758, 8.7083052
0.2353596, -2.3928225999999997, 8.747531799999999
0.2353596, -2.4712758, 8.669078599999999
0.2353596, -2.4320492, 8.669078599999999
0.2353596, -2.4320492, 8.7083052
0.2353596, -2.4320492, 8.747531799999999
0.2745862, -2.3928225999999997, 8.7083052
0.2353596, -2.4320492, 8.7083052
0.2353596, -2.4320492, 8.669078599999999
0.2353596, -2.4712758, 8.669078599999999
0.2353596, -2.4320492, 8.7083052
0.2353596, -2.4320492, 8.7083052
0.196133, -2.4320492, 8.669078599999999
0.2353596, -2.4320492, 8.7083052
0.2745862, -2.4320492, 8.7083052
0.1569064, -2.4712758, 8.825985
-5.5701772, -1.765197, 3.8442068
-9.610517, 0.5491724, -1.4121576
-10.0420096, -0.5099458, -0.3138128
-10.002782999999999, -0.2745862, -0.784532
-10.0420096, -0.392266, -0.6668522
-9.8851032, 1.0591182, -0.9414384
-10.0420096, -0.5491724, -0.1569064
-10.0812362, -0.2745862, -0.2353596
-9.924329799999999, -0.0392266, -0.7060788
-10.2381426, -0.7060788, 0.7060788
-10.0812362, -0.392266, -0.1569064
-10.0420096, -0.3138128, 0.0
-10.002782999999999, 0.0392266, -0.0784532
-10.002782999999999, -0.3530394, -0.1569064
-10.0420096, -0.3530394, 0.0
-10.002782999999999, -0.2353596, -0.1176798
-10.002782999999999, -0.2745862, -0.196133
-10.0420096, -0.392266, -0.0392266
-9.8851032, -0.392266, -0.6668522
-10.8265416, -0.3530394, -1.5298374
-10.0420096, -0.0392266, -0.8629851999999999
-10.0420096, -0.0784532, -0.5099458
-10.0812362, -0.1569064, -0.4707192
-10.0420096, -0.2745862, -0.3530394
-10.0420096, -0.196133, -0.392266
-9.9635564, -0.392266, -0.2745862
-10.4342756, -0.3138128, -0.0392266
-9.8851032, 0.0392266, -0.784532
-10.0812362, -0.1569064, -0.6668522
-9.924329799999999, -0.0392266, -0.9414384
-10.1204628, 0.0, -0.8237586
-10.198916, -0.1569064, -0.5883989999999999
-9.845876599999999, 0.196133, -0.784532
-9.924329799999999, 0.1176798, -0.8237586
-9.9635564, 0.1176798, -1.0198916
-10.0420096, 0.0, -0.9022117999999999
-10.0420096, 0.0, -1.1375714
-9.80665, 0.6276256, -0.9414384
-9.845876599999999, 0.0392266, -0.0392266
-8.1199062, -1.7259703999999998, 2.157463
-0.3530394, -3.8834334, 8.316039199999999
0.2745862, -4.3933792, 8.0022264
0.2353596, -4.3933792, 7.9629998
0.2353596, -4.3541526, 7.9629998
