All_Cores, Core 0, Core 1, Core 2, Core 3
10.5, 7, 22, 7, 6
7.75, 0, 17, 7, 7
6.5, 0, 7, 6, 13
9.75, 14, 6, 13, 6
16.0, 12, 14, 13, 25
13.75, 21, 7, 14, 13
10.0, 0, 13, 7, 20
7.0, 0, 14, 7, 7
8.5, 7, 0, 14, 13
6.75, 0, 20, 0, 7
9.75, 20, 0, 7, 12
9.75, 14, 0, 18, 7
8.0, 0, 6, 13, 13
10.0, 13, 14, 7, 6
6.5, 6, 13, 0, 7
9.25, 6, 14, 0, 17
14.5, 25, 0, 13, 20
15.5, 20, 7, 14, 21
16.0, 20, 6, 20, 18
8.0, 13, 6, 0, 13
8.0, 6, 7, 6, 13
5.25, 7, 0, 7, 7
3.5, 0, 0, 7, 7
13.0, 7, 25, 20, 0
6.75, 0, 6, 15, 6
6.5, 0, 0, 6, 20
6.75, 13, 0, 0, 14
5.0, 7, 7, 6, 0
10.0, 18, 7, 0, 15
33.25, 40, 35, 28, 30
10.0, 0, 8, 7, 25
8.75, 7, 7, 7, 14
10.0, 13, 6, 14, 7
8.75, 0, 6, 17, 12
6.5, 6, 0, 6, 14
10.0, 6, 0, 14, 20
9.75, 13, 20, 6, 0
9.5, 25, 0, 6, 7
12.5, 13, 25, 0, 12
11.75, 7, 7, 20, 13
13.75, 14, 20, 14, 7
25.0, 8, 33, 33, 26
9.75, 20, 7, 6, 6
7.75, 13, 0, 18, 0
7.25, 7, 15, 7, 0
8.25, 0, 7, 20, 6
8.0, 13, 7, 6, 6
11.25, 20, 13, 6, 6
9.25, 7, 7, 6, 17
7.0, 14, 7, 7, 0
8.25, 7, 13, 6, 7
9.0, 6, 6, 7, 17
19.5, 0, 21, 31, 26
22.75, 13, 31, 26, 21
8.0, 7, 0, 7, 18
8.25, 13, 0, 6, 14
5.0, 0, 13, 0, 7
8.5, 14, 13, 0, 7
9.5, 13, 12, 13, 0
6.5, 0, 0, 13, 13
9.75, 14, 13, 6, 6
9.75, 14, 6, 6, 13
11.75, 20, 6, 14, 7
7.0, 0, 14, 7, 7
12.25, 0, 7, 13, 29
25.0, 21, 18, 21, 40
12.0, 12, 29, 7, 0
11.5, 13, 13, 14, 6
9.5, 13, 6, 6, 13
5.25, 7, 0, 0, 14
7.75, 6, 6, 6, 13
11.5, 26, 0, 6, 14
4.75, 6, 0, 6, 7
5.5, 7, 8, 7, 0
13.0, 7, 20, 12, 13
11.5, 13, 7, 12, 14
20.5, 13, 20, 29, 20
16.75, 18, 7, 21, 21
8.0, 7, 0, 12, 13
9.75, 13, 14, 6, 6
9.0, 13, 0, 6, 17
8.5, 13, 0, 14, 7
6.75, 0, 0, 13, 14
9.25, 13, 18, 6, 0
5.25, 14, 7, 0, 0
7.75, 13, 0, 0, 18
11.0, 6, 13, 18, 7
10.0, 7, 14, 13, 6
10.5, 14, 7, 7, 14
19.25, 23, 8, 31, 15
16.5, 18, 14, 13, 21
7.75, 12, 6, 13, 0
14.75, 14, 14, 13, 18
11.25, 13, 14, 6, 12
9.5, 13, 6, 13, 6
6.75, 0, 0, 20, 7
8.25, 7, 0, 20, 6
9.5, 6, 7, 12, 13
6.75, 13, 7, 0, 7
10.25, 7, 14, 6, 14
21.0, 21, 20, 20, 23
38.0, 35, 27, 26, 64
12.25, 16, 12, 21, 0
8.25, 0, 6, 14, 13
9.75, 13, 7, 13, 6
6.75, 7, 7, 7, 6
7.0, 0, 14, 14, 0
6.5, 0, 12, 7, 7
6.75, 7, 7, 13, 0
12.0, 14, 14, 7, 13
9.25, 23, 0, 7, 7
7.0, 7, 7, 7, 7
10.25, 20, 0, 7, 14
20.25, 26, 14, 26, 15
11.25, 13, 14, 18, 0
8.25, 13, 6, 7, 7
6.25, 0, 13, 6, 6
8.25, 6, 14, 13, 0
8.75, 0, 14, 7, 14
12.75, 13, 20, 18, 0
9.5, 6, 7, 18, 7
5.0, 7, 6, 7, 0
6.75, 20, 0, 7, 0
8.25, 13, 0, 7, 13
13.5, 7, 20, 13, 14
14.0, 7, 13, 21, 15
12.5, 15, 8, 20, 7
9.75, 20, 13, 6, 0
8.5, 13, 7, 0, 14
10.0, 7, 7, 13, 13
12.0, 6, 11, 18, 13
5.0, 0, 13, 7, 0
8.0, 18, 0, 6, 8
7.5, 6, 6, 6, 12
7.0, 14, 0, 7, 7
8.25, 13, 6, 7, 7
15.0, 6, 12, 29, 13
19.0, 21, 15, 14, 26
13.5, 0, 20, 14, 20
5.25, 7, 0, 7, 7
9.75, 13, 0, 20, 6
11.25, 20, 13, 6, 6
13.25, 20, 7, 6, 20
11.25, 13, 13, 6, 13
8.25, 13, 7, 6, 7
10.0, 20, 7, 0, 13
8.5, 0, 14, 6, 14
9.75, 7, 13, 12, 7
10.25, 7, 13, 0, 21
20.5, 23, 0, 29, 30
3.5, 0, 7, 7, 0
8.25, 13, 0, 13, 7
8.25, 13, 7, 0, 13
11.25, 13, 20, 6, 6
6.75, 7, 7, 6, 7
8.5, 7, 0, 7, 20
7.25, 14, 8, 0, 7
11.5, 20, 13, 6, 7
9.75, 6, 20, 13, 0
9.5, 0, 25, 0, 13
10.25, 14, 7, 13, 7
24.5, 15, 31, 21, 31
13.0, 14, 7, 13, 18
6.5, 0, 13, 0, 13
10.0, 13, 7, 13, 7
8.0, 20, 6, 6, 0
6.75, 7, 7, 13, 0
6.5, 13, 0, 7, 6
11.5, 13, 0, 20, 13
11.5, 13, 20, 0, 13
8.5, 14, 7, 6, 7
9.5, 12, 6, 6, 14
24.75, 20, 23, 35, 21
21.5, 26, 23, 23, 14
6.75, 6, 7, 14, 0
8.5, 6, 0, 14, 14
10.0, 20, 0, 6, 14
7.0, 13, 0, 8, 7
6.0, 0, 18, 0, 6
10.25, 7, 14, 0, 20
10.75, 18, 0, 12, 13
12.25, 7, 16, 6, 20
6.75, 6, 7, 7, 7
7.0, 7, 0, 14, 7
20.25, 25, 16, 15, 25
4.25, 9, 0, 8, 0
9.75, 7, 6, 20, 6
10.25, 21, 7, 13, 0
12.75, 6, 13, 7, 25
8.5, 13, 0, 7, 14
10.0, 14, 6, 20, 0
8.5, 0, 13, 7, 14
8.5, 0, 14, 7, 13
6.75, 0, 6, 7, 14
8.0, 6, 7, 13, 6
10.25, 14, 7, 13, 7
12.0, 0, 14, 21, 13
17.25, 15, 21, 7, 26
13.5, 13, 18, 6, 17
6.25, 6, 6, 13, 0
8.25, 20, 0, 13, 0
4.75, 6, 13, 0, 0
7.0, 0, 14, 7, 7
11.5, 20, 12, 0, 14
8.5, 7, 7, 0, 20
11.25, 20, 6, 13, 6
7.0, 15, 0, 7, 6
10.25, 21, 0, 13, 7
14.75, 7, 12, 15, 25
20.5, 25, 28, 14, 15
9.75, 26, 0, 13, 0
5.75, 7, 8, 0, 8
3.5, 7, 7, 0, 0
6.5, 0, 13, 13, 0
11.5, 25, 7, 7, 7
9.75, 14, 6, 13, 6
10.25, 20, 7, 0, 14
13.0, 25, 0, 14, 13
6.5, 0, 13, 13, 0
8.25, 6, 14, 6, 7
8.25, 7, 13, 13, 0
28.75, 31, 33, 35, 16
10.75, 18, 12, 13, 0
6.25, 0, 6, 13, 6
8.25, 6, 14, 0, 13
9.5, 6, 6, 13, 13
10.0, 6, 6, 14, 14
9.75, 18, 0, 7, 14
8.0, 7, 18, 0, 7
11.25, 6, 14, 17, 8
6.5, 13, 0, 0, 13
6.75, 0, 7, 7, 13
24.75, 31, 29, 33, 6
21.5, 20, 20, 26, 20
7.5, 6, 12, 6, 6
8.25, 7, 13, 6, 7
4.75, 7, 0, 6, 6
6.5, 13, 7, 6, 0
8.0, 6, 13, 13, 0
7.75, 8, 7, 8, 8
10.0, 15, 6, 6, 13
9.5, 7, 18, 13, 0
7.0, 7, 14, 7, 0
8.75, 0, 14, 14, 7
16.5, 26, 20, 7, 13
23.5, 25, 20, 21, 28
8.5, 0, 20, 14, 0
9.75, 0, 20, 6, 13
8.5, 20, 0, 7, 7
9.75, 13, 0, 13, 13
8.0, 0, 6, 12, 14
8.75, 7, 14, 7, 7
8.5, 6, 7, 7, 14
8.25, 0, 7, 13, 13
10.0, 13, 13, 7, 7
11.25, 26, 6, 6, 7
18.25, 21, 7, 25, 20
11.25, 0, 14, 18, 13
8.0, 13, 6, 13, 0
6.25, 18, 0, 7, 0
8.25, 6, 0, 14, 13
10.5, 8, 13, 14, 7
9.75, 7, 12, 7, 13
9.0, 13, 6, 17, 0
7.75, 7, 6, 6, 12
5.25, 0, 14, 0, 7
10.0, 0, 13, 21, 6
8.5, 13, 7, 14, 0
18.75, 20, 21, 13, 21
25.5, 21, 30, 23, 28
6.5, 0, 13, 13, 0
6.5, 13, 7, 6, 0
8.0, 7, 6, 13, 6
6.5, 13, 0, 6, 7
9.75, 6, 20, 0, 13
8.5, 14, 20, 0, 0
5.0, 13, 0, 0, 7
10.0, 13, 20, 7, 0
10.25, 7, 0, 20, 14
8.5, 7, 20, 7, 0
21.25, 26, 7, 21, 31
12.75, 7, 23, 7, 14
8.25, 13, 0, 0, 20
5.0, 0, 0, 0, 20
10.75, 6, 23, 7, 7
8.25, 0, 18, 8, 7
11.25, 0, 7, 20, 18
5.25, 0, 7, 7, 7
6.75, 7, 14, 0, 6
9.75, 13, 7, 6, 13
7.0, 0, 14, 0, 14
7.25, 0, 7, 15, 7
20.25, 15, 20, 26, 20
19.75, 37, 14, 21, 7
8.25, 15, 6, 6, 6
7.0, 7, 0, 14, 7
9.75, 0, 7, 20, 12
8.75, 0, 14, 7, 14
8.5, 6, 13, 15, 0
8.25, 13, 14, 6, 0
10.5, 13, 23, 6, 0
7.5, 12, 6, 6, 6
8.5, 7, 14, 6, 7
9.75, 7, 12, 20, 0
16.5, 20, 14, 25, 7
12.0, 21, 13, 7, 7
10.5, 14, 0, 14, 14
6.5, 13, 0, 6, 7
8.5, 6, 14, 7, 7
7.0, 7, 0, 21, 0
6.5, 14, 0, 6, 6
6.75, 0, 0, 20, 7
11.5, 6, 20, 6, 14
8.25, 20, 13, 0, 0
11.25, 6, 18, 15, 6
7.5, 0, 23, 7, 0
11.5, 7, 7, 18, 14
24.75, 21, 31, 21, 26
9.5, 15, 0, 15, 8
7.5, 6, 0, 12, 12
6.75, 0, 0, 13, 14
10.0, 0, 12, 14, 14
8.5, 14, 0, 6, 14
9.75, 6, 6, 14, 13
12.0, 6, 21, 7, 14
1.75, 0, 7, 0, 0
10.25, 7, 13, 14, 7
10.0, 6, 6, 14, 14
18.5, 23, 25, 6, 20
22.25, 37, 25, 7, 20
10.0, 6, 14, 14, 6
9.25, 7, 0, 18, 12
9.75, 25, 7, 7, 0
9.25, 0, 18, 6, 13
5.0, 7, 6, 7, 0
11.0, 13, 0, 13, 18
6.25, 0, 7, 0, 18
5.5, 15, 7, 0, 0
7.75, 14, 0, 0, 17
5.0, 7, 6, 0, 7
19.0, 0, 21, 18, 37
16.0, 0, 33, 8, 23
13.25, 7, 21, 12, 13
10.0, 7, 0, 20, 13
11.25, 13, 6, 20, 6
8.25, 13, 0, 7, 13
8.25, 20, 0, 7, 6
6.75, 7, 0, 13, 7
5.25, 0, 7, 7, 7
10.75, 6, 18, 13, 6
6.5, 6, 7, 6, 7
10.5, 17, 0, 13, 12
17.0, 7, 26, 15, 20
12.5, 35, 0, 0, 15
9.75, 0, 20, 6, 13
10.25, 7, 14, 6, 14
10.0, 20, 7, 0, 13
8.0, 20, 6, 0, 6
8.0, 13, 13, 0, 6
9.75, 0, 12, 21, 6
5.0, 0, 13, 7, 0
6.75, 0, 7, 7, 13
9.25, 12, 18, 0, 7
7.75, 13, 6, 6, 6
20.25, 35, 20, 26, 0
23.75, 35, 21, 23, 16
10.0, 14, 20, 6, 0
3.5, 0, 7, 0, 7
6.75, 13, 7, 7, 0
5.25, 6, 0, 8, 7
10.0, 20, 20, 0, 0
10.25, 7, 20, 7, 7
11.5, 7, 13, 6, 20
11.0, 20, 12, 6, 6
11.0, 18, 0, 13, 13
10.25, 20, 7, 7, 7
16.5, 14, 17, 12, 23
29.0, 25, 40, 18, 33
8.25, 13, 13, 0, 7
10.0, 7, 20, 6, 7
9.5, 14, 6, 7, 11
6.25, 0, 6, 13, 6
6.75, 0, 7, 13, 7
8.5, 21, 13, 0, 0
12.0, 6, 18, 18, 6
8.5, 0, 0, 20, 14
6.5, 7, 0, 13, 6
7.0, 15, 0, 13, 0
18.25, 9, 21, 28, 15
19.0, 21, 15, 20, 20
6.5, 7, 0, 6, 13
8.25, 7, 7, 12, 7
6.75, 6, 7, 0, 14
9.5, 20, 18, 0, 0
14.5, 0, 18, 26, 14
8.0, 7, 0, 12, 13
7.0, 14, 0, 0, 14
9.5, 18, 0, 7, 13
8.25, 14, 6, 0, 13
12.0, 14, 14, 6, 14
17.25, 7, 14, 21, 27
19.75, 37, 0, 14, 28
9.5, 7, 0, 13, 18
5.0, 0, 7, 13, 0
9.75, 20, 13, 6, 0
10.25, 7, 0, 14, 20
8.25, 0, 20, 13, 0
5.25, 0, 0, 7, 14
8.5, 7, 0, 7, 20
